zmp3_name	zmp3_id	artist_group	community	cluster	zmp3_genre1	zmp3_genre2	zmp3_genre3	zmp3_genre4
Tô Thiên Kim	16565		33		Việt Nam	Nhạc Thiếu Nhi		
Tô Thiên Thảo	16566		33		Việt Nam			
Khang Ty	704704		0	39.0	Việt Nam	Rap Việt		
REX	2080970		12	45.0	Rap Việt	Việt Nam		
Phương Trinh	49366		6		Việt Nam			
Minh Mon	16626		0	39.0	Việt Nam			
Hoài Thương	2081027		6		Nhạc Trữ Tình	Việt Nam		
TB Music	2081028		0	31.0	Việt Nam			
Taku/9	1917200		12	0.0	Việt Nam	Rap Việt		
Benjamin	704805		12		Việt Nam	Rap Việt		
Hưng Cao	1917228		0	39.0	Việt Nam	V-Pop		
Yến Napun	1917238	Pop sến loại 1	0	30.0	Việt Nam	V-Pop		
Lost Owl	1917240		0	39.0	Việt Nam	V-Pop		
Nam Ngô	1917241		0	39.0	Việt Nam	V-Pop		
Phương Trần	704849		6	0.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
Lâm Minh Khôi	704850		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Voi Biển Band	1917288		0		Việt Nam	V-Pop		
Hồ Bảo Nhi	16789		0		Việt Nam	Nhạc Trữ Tình		
Kentpinz	16852		12	41.0	Việt Nam	Rap Việt		
DJ Romeo	49707		0	39.0	Việt Nam			
bạn Khoa	606774		0	15.0	Việt Nam			
Huỳnh Mi	49733	Pop sến loại 2	0	39.0	Việt Nam			
Thế Yan	49753	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Thúy Hằng Hana	606819		0	39.0	Việt Nam	Nhạc Trữ Tình		
Phan Thiên Nhân	17028		0		Việt Nam			
Đía	1131156		0		Việt Nam	Rap Việt	V-Pop	
Synz K	1131162		0	39.0	Việt Nam	Rap Việt		
Kiều Phong	1917673		0	0.0	Việt Nam	V-Pop		
MC Twigs	1917676		0		Việt Nam	V-Pop		
Như Ngọc	17129		33	14.0	Việt Nam			
Đường Thụy Hoa	17163		0		Việt Nam			
Merci	1884946	Pop sến loại 2	0		Việt Nam	V-Pop		
Duy Thuờng	17302		6	39.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
Hoa Xuân Đức	1721250		6	0.0	Việt Nam	V-Pop	EDM Việt	
Huy Anh	2311075		0	39.0	Việt Nam	V-Pop		
Kiều Trang	2311080		0	43.0	Việt Nam	V-Pop		
Nguyễn Tuấn	17346		6	12.0	Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	Nhạc Dân Ca - Quê Hương
Cao Phương Thúy	1000404		12	47.0	Việt Nam	V-Pop		
Quốc Khánh	607196		6	4.0	Việt Nam			
VoVanDuc	1262615		0		Việt Nam	V-Pop	R&B Việt	
Diễm Xuân	607258		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Trần Vũ	607278		6	17.0	Việt Nam	Nhạc Trữ Tình		
Thanh Phúc	607338		0		Việt Nam			
Mobuds	2278515		0		Việt Nam	Rap Việt		
Đinh Trường	607381		0	27.0	Việt Nam	Nhạc Trữ Tình		
Đinh Khương	607405		0		Việt Nam			
Slick	1950958		12		Việt Nam	Rap Việt		
Itsnk	607523		0	27.0	Việt Nam	Dance Việt		
Rain	1918266		0	32.0	Việt Nam	V-Pop		
DuC	1918329		0	16.0	Việt Nam	V-Pop		
Nguyễn Duy	17787		6	10.0	Việt Nam	Nhạc Tôn Giáo		
Junki	607615		0		Việt Nam			
Jena	1918347		0		Việt Nam	V-Pop		
Bảo Hân Bolero	607627		6	29.0	Việt Nam	Nhạc Trữ Tình		
Kim Thư	17809		6		Việt Nam	Nhạc Trữ Tình		
Gió	1688985		12		Việt Nam	Rap Việt		
Sleepy	1197485		12	4.0	Việt Nam	V-Pop	R&B Việt	
Lam DNC	1689006		12		Việt Nam	Rap Việt		
Mai Ngọc Hân	607710		0	0.0	Việt Nam			
Sô Diễn Cuộc Đời	1721826		6		Việt Nam	Nhạc Trữ Tình		
Jonathan Duc	607722		6	4.0	Việt Nam	Nhạc Tôn Giáo		
Bé Hiển Thông	607733		33	15.0	Việt Nam	Nhạc Thiếu Nhi		
Trịnh Nhật Minh	607734		33	15.0	Việt Nam	Nhạc Thiếu Nhi		
Tùng Linh	607735		6	29.0	Việt Nam			
Young Tulo	1492516		12		Việt Nam	R&B Việt		
Tuấn 2T	804390		12		Việt Nam	Rap Việt		
Đoàn Như Thảo	1492520		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Long B	1492525		12	47.0	Việt Nam	Rap Việt		
Bích Hiền	18041		6		Việt Nam	Nhạc Trữ Tình		
Nam Phong	1721991		6		Việt Nam	Nhạc Trữ Tình		
Triệu Thái Ngọc	1721992		6		Việt Nam	Dance Việt	V-Pop	
W	607920		0	26.0	Việt Nam	Dance Việt		
An An	607921		0	26.0	Việt Nam	Dance Việt		
Ryan Duy Hùng	50902		0	26.0	Việt Nam			
D.Blue	771801		12	45.0	Việt Nam	Rap Việt		
Linh Lam	18226		12	19.0	Việt Nam	Rap Việt		
BDT	18229		12		Việt Nam	Rap Việt		
Bolero Town	1886012		6	0.0	Việt Nam	Nhạc Trữ Tình		
Trúc Mai	18273		6	33.0	Việt Nam	Nhạc Trữ Tình		
Kaydy	18274		12	0.0	Việt Nam	Rap Việt		
Uyên Hanna	608099		0	39.0	Việt Nam			
Duy Hạnh	18305		6	17.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Lâm Minh	18322		6	0.0	Việt Nam	Nhạc Trữ Tình		
Lucy Vân Anh	1001365		6	8.0	Việt Nam	Nhạc Trữ Tình		
MyMy	51111	Pop sến loại 2	0		Việt Nam	V-Pop		
Quế Vân	18346	Pop sến loại 2	6		Việt Nam			
Kado	1886125		0	20.0	Việt Nam	V-Pop		
Badbies	1984449		0	36.0	Việt Nam	Rap Việt		
Hoàng Vũ	18389		6		Việt Nam			
Nhật Mai	18401		6		Việt Nam	Nhạc Dân Ca - Quê Hương		
Đồng Anh Dũng	968713		6	39.0	Việt Nam	Nhạc Tôn Giáo		
Xuân Thu	18493		6		Việt Nam	Nhạc Dân Ca - Quê Hương		
Huyền Phin	18495		6		Việt Nam	Nhạc Dân Ca - Quê Hương		
Ánh Diệu	18496		6	15.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
Minh Huy	1001647		0	38.0	Việt Nam	V-Pop		
Hoàng Nhi	1001648		0	38.0	Việt Nam	V-Pop		
Trịnh Xuân Hảo	1100041		6	23.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Nguyễn Đức Quang	18740	Pop sến loại 2	0		Việt Nam			
Bùi Caroon	18743	Pop sến loại 2	0		Việt Nam			
Phật Tâm	18750		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Minh Uyên	51541	Pop sến loại 2	0		Việt Nam			
Khắc Trung	51561		0	39.0	Việt Nam	Nhạc Trữ Tình		
Hồng Ân	18803		6		Việt Nam	Nhạc Trữ Tình		
Lê Bá Duy	1984965		0	1.0	Việt Nam	V-Pop		
BD Media	1952222		0	43.0	Việt Nam	Rap Việt	V-Pop	
K-Boon	51723		12	41.0	Việt Nam	Rap Việt		
Thái Sang	18961		6		Việt Nam	Nhạc Trữ Tình		
Thúy Anh	51765		6		Việt Nam			
Trang My	19004		6	0.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Hoàng Thị Uyên	19078		0		Việt Nam			
Nhật Thuận	1854123		6	39.0	Việt Nam	Nhạc Trữ Tình		
Fanny Trần	608958		0	39.0	Việt Nam	R&B Việt	V-Pop	
Ý Loan	19138		0	0.0	Việt Nam			
Lương Ngọc Diệp	19139	Pop sến loại 2	6	39.0	Việt Nam			
Whisky	608971		0	26.0	Việt Nam	Dance Việt		
Tihas	2378469		0		Việt Nam	V-Pop		
Ngọc Bảo Trần	2378471		0		Việt Nam	V-Pop		
Anh Vũ	609010		6		Việt Nam			
Dr A	609013		0	26.0	Việt Nam			
Kelsey	609019		12		Việt Nam	Dance Việt		
Zickky	609020		12		Việt Nam	Dance Việt		
Ny Ny	609037		6	4.0	Việt Nam	Nhạc Tôn Giáo		
V-GEN	1690392		33	14.0	Việt Nam	Nhạc Thiếu Nhi	V-Pop	
Đinh Khải Anh	19229		0	26.0	Việt Nam			
Trang Mio	1952630		0	39.0	Việt Nam	V-Pop		
MOW	1952631		0	39.0	Việt Nam	Rap Việt		
CT	1952662		0	39.0	Việt Nam	V-Pop		
WildB	1952663		0	39.0	Việt Nam	Rap Việt		
Daa Major	1952669		0		Việt Nam	V-Pop		
Đức Trường	609198		6	33.0	Việt Nam	Nhạc Trữ Tình		
T.Flow	609225		12	26.0	Việt Nam	Dance Việt		
Phan Hoàng Tâm	19406		6	0.0	Việt Nam			
Trang Thanh	2378710		6		Việt Nam	Nhạc Trữ Tình	V-Pop	
Xám	2378759		12		Việt Nam	Rap Việt		
Long Hoàng	609287	Pop sến loại 2	0	39.0	Việt Nam			
Chic Quỳnh	609311		0	39.0	Việt Nam			
Dương Hồ Hải	609322		0		Việt Nam	Nhạc Trữ Tình		
Khơ Me	2149420		12	24.0	Việt Nam	Rap Việt		
DH	1002598		12	45.0	Việt Nam	Rap Việt		
Tuấn Anh	52329		6		Việt Nam	Nhạc Dân Ca - Quê Hương		
Anh Phong	52367		0		Việt Nam			
Freak	609458		0	30.0	Việt Nam			
Y Lux	609461		0	39.0	Việt Nam			
Bé Hoài Ngọc	609473		33		Việt Nam	Nhạc Thiếu Nhi		
Balin	609482		0	39.0	Việt Nam	Rock Việt	V-Pop	
Trương Tâm Nhi	52460	Pop sến loại 2	0		Việt Nam			
Trọng Hiền	52462		6		Việt Nam	Nhạc Trữ Tình		
Nhân JC	52497		0	39.0	Việt Nam			
Hữu Linh	2247962		6		Việt Nam	Nhạc Trữ Tình		
Phú Ngân	2247968		6		Việt Nam	Nhạc Trữ Tình		
Quách Phú Thành	609569		6	7.0	Việt Nam	Nhạc Dân Ca - Quê Hương	Cải Lương	
Duy Tú	2247970		6		Việt Nam	Nhạc Trữ Tình		
Lê Duy Tú	2247976		6		Việt Nam	Nhạc Trữ Tình		
Bé Nguyên Khang	52544		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Quốc Thạnh	1035618		6		Việt Nam	Nhạc Trữ Tình		
Yến Nhi	806297		0	0.0	Việt Nam	V-Pop		
Phước DKNY	52635		12		Việt Nam	Rap Việt		
CT Bắp	52636		12	41.0	Việt Nam	Rap Việt		
TyPy	52642		12	41.0	Rap Việt	Việt Nam		
Em Nguyễn	1953211		0	16.0	Việt Nam	V-Pop		
Giáng Tâm	609780		6	33.0	Việt Nam	Nhạc Trữ Tình		
Hồ Nhã Phương	52786	Pop 2000 sến	0	39.0	Việt Nam			
AC Media	2182751		0	39.0	V-Pop	Việt Nam		
Hoàng Như Ngọc	20084		6		Việt Nam	Nhạc Trữ Tình		
Reply2000	2182788		0		V-Pop	Việt Nam		
Ngọc Kiều	970372		6	15.0	Việt Nam	Nhạc Trữ Tình		
Cao Thiên Bằng	52916		0	39.0	Việt Nam			
Tiến Vinh	20161		6		Việt Nam	Nhạc Trữ Tình		
Nguyễn Tuấn	1887965		0	31.0	Việt Nam	V-Pop		
Nhã Loan	52985		0	26.0	Việt Nam			
Nhật Thành	53050	Pop sến loại 2	0		Việt Nam			
Đỗ Tuyết Nhi	53052	Pop sến loại 2	33	14.0	Việt Nam			
Pé Nghi	53062		12	41.0	Việt Nam	Rap Việt		
Zamy	53063		12	41.0	Việt Nam	Rap Việt		
Tyo	53064		12	41.0	Việt Nam	Rap Việt		
Tuấn Phong	53096		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Mun Phạm	20407	Pop 2000 sến	0	39.0	Việt Nam			
Hương Tú	1888248		0	26.0	Việt Nam	V-Pop		
Triệu Thiên Bình	610297		0	39.0	Việt Nam			
Kha Ken	610311		0	39.0	Việt Nam			
Bảo Jen	610313	Pop miền Tây	12		Việt Nam			
Bảo Trân	1003547	Pop sến loại 2	0	1.0	Việt Nam	R&B Việt	V-Pop	
Min.T	1953826		0	39.0	Việt Nam	V-Pop		
Đức Uri	970832		0	39.0	Việt Nam	V-Pop		
Bích Tuyết	774268		12	47.0	Việt Nam	V-Pop		
KProx	2117777		0		Dance Việt	Việt Nam		
ToneRx	2117796		0		Dance Việt	Việt Nam		
Ngọc Khanh	53414	Pop sến loại 2	0		Việt Nam			
Lưu Bá Vĩnh	53417	Pop sến loại 2	6	10.0	Việt Nam			
Vương Long	610476	Pop sến loại 1	0	39.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Minh Thế	1921222		6	12.0	Việt Nam	V-Pop		
Trần Ngọc Ánh	610504	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
HanDrytion	610532	Pop miền Tây	0		Việt Nam			
Quyn Si	807226	Pop sến loại 2	0	32.0	Việt Nam	V-Pop		
XAVI Phạm	2249022		12		Việt Nam	Rap Việt	Dance Việt	
DJ KUTI	1462604		0	30.0	Việt Nam	Dance Việt		
Lê Khôi	53604		6	0.0	Việt Nam	Nhạc Trữ Tình		
Ying Hoang	1003891		0	39.0	Việt Nam	V-Pop		
Thụy Miên	53667		6	11.0	Việt Nam	Nhạc Cách Mạng	Nhạc Dân Ca - Quê Hương	
Lê Vũ Bình	53672	Pop sến loại 2	0	39.0	Việt Nam			
Kayshi	53697		12	42.0	Việt Nam	Rap Việt		
Double X	2249162		0		Việt Nam	Rap Việt		
Dương Cầm	53715		0	39.0	Việt Nam			
Bé Ju Uyên Nhi	53747		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Bé Nhật Lan Vy	53748		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Hoàng Văn Sáng	2019829		0		Việt Nam	V-Pop		
Bé Bảo Ngân	53749		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Trương Nhất Sinh	53755		33	14.0	Việt Nam	Nhạc Trữ Tình		
Dũng Nhí	53847		6	8.0	Việt Nam	Nhạc Trữ Tình		
Huy Rupi	2019928		0	39.0	Việt Nam	V-Pop		
Đức Mạnh	53881		0	39.0	Việt Nam			
WinC	905854		0	31.0	Việt Nam	Rap Việt		
Nguyễn Quân	21248	Pop sến loại 2	12		Việt Nam			
Hoàng Thiên Đạt	21283		6	0.0	Việt Nam	Nhạc Trữ Tình		
Khang Bảo Thiên	54068		78		Việt Nam			
Hồng Loan	21374		6		Việt Nam	Nhạc Trữ Tình		
BConcept	2249599		0		Việt Nam	Dance Việt	V-Pop	EDM Việt
Tường Vy	1921924		6	8.0	Việt Nam	Cải Lương	Nhạc Trữ Tình	
Ngọc Thanh Tâm	54175		0	1.0	Việt Nam	Nhạc Phim	V-Pop	
David Le	971697		0		Việt Nam	Nhạc Trữ Tình		
MEGANET	1987513		0		Việt Nam	V-Pop		
Trương Lynh	644106	Pop sến loại 2	0		Việt Nam			
Kevin Vương	1397838		6	8.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	Cải Lương
Mc ILL	21588		12		Việt Nam	Rap Việt		
Khởi Vinh	1004635		0		Việt Nam	V-Pop	EDM Việt	
Tuệ Uyên	1987701		0		Việt Nam	V-Pop		
Thanh Kim Quyên	1168523		6	8.0	Việt Nam	Nhạc Trữ Tình		
Khánh Cường	1332418		0	31.0	Việt Nam	V-Pop		
DJ VA	54466		0	26.0	Việt Nam	Dance Việt		
Eric Nguyễn	1889494		6		Việt Nam	Nhạc Trữ Tình	V-Pop	
Bùi Việt Hà	54498		6	0.0	Việt Nam	V-Pop	Nhạc Trữ Tình	
Moon	677109		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Hoài Phương	54522		6	15.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
RZ Ma$	972057		12	45.0	Việt Nam	Rap Việt		
Âu Hoàng	1103187	Pop sến loại 2	0	5.0	Việt Nam	V-Pop		
Bizon	808287		12	47.0	Việt Nam	Rap Việt		
Thanh Đoàn	1660258		0	39.0	Việt Nam	V-Pop		
Phương Thùy	742784		6		Việt Nam	Nhạc Trữ Tình		
NC	1168830		0	35.0	Việt Nam	V-Pop		
NSƯT Đào Vũ Thanh	1922520		6	8.0	Việt Nam	Nhạc Trữ Tình	Cải Lương	
Minh Châu	54772	Pop sến loại 2	0	39.0	Việt Nam			
Nguyễn Quốc Hùng	1136217		0	39.0	Việt Nam	V-Pop		
Ken Phạm	1922680		0	0.0	Việt Nam	V-Pop	R&B Việt	
Hoàng Anh	808587		12	47.0	Việt Nam	V-Pop	Rap Việt	
Dương Thiên Minh	54924	Pop sến loại 2	0		Việt Nam			
Mạc Mai Sương	808590		0	27.0	Việt Nam	V-Pop		
Hồng Sơn	775894		6		Việt Nam	Nhạc Trữ Tình		
Bảo Nam	775901		0		Việt Nam	V-Pop	R&B Việt	
Thanh Tùng Idol	22238	Pop sến loại 2	0	39.0	Việt Nam			
Ya Suy	22240		6		Việt Nam			
Ngọc Quỳnh	2348827		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	V-Pop
Trường Sang	972591		6		Việt Nam	Nhạc Trữ Tình		
Triệu Đình Minh	2348898		6		Việt Nam	Nhạc Trữ Tình		
Út Nhị	1169257		6		Việt Nam	V-Pop		
Quang Hảo	808810		0		Việt Nam	V-Pop		
Sói	2283371		0	39.0	Việt Nam			
Yuki Vinh	1169312		0	39.0	Việt Nam	V-Pop		
Hề Minh	22464		6	7.0	Việt Nam	Cải Lương		
Lương Mạnh Hùng	22482		0	39.0	Việt Nam			
Hoàng Ka	22497		0		Việt Nam			
Quỳnh Giang	22501		33	14.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Mộng Nhi	22502		33	14.0	Việt Nam	Nhạc Trữ Tình	Nhạc Thiếu Nhi	
Niki Nhi Ha	55272	Pop sến loại 2	0	26.0	Việt Nam			
	2381887		0					
Long Konz	55362		12		Việt Nam	Rap Việt		
Dein	2087044		0		Rap Việt	Việt Nam		
Đinh Quốc Cường	55560		6		Việt Nam			
Con Gái Của Bụt	1333551		6	10.0	Việt Nam	Nhạc Tôn Giáo		
ARUD FIN	2087239		0		Rap Việt	Việt Nam		
Windy Quyên	22856	Pop sến loại 2	12	47.0	Việt Nam			
Mai Thanh Sơn	22898		6	0.0	Nhạc Trữ Tình	Việt Nam		
AnNam Band	1956218		0	12.0	Việt Nam	Rock Việt		
Tyo Tình	1956223		0		Việt Nam	Rap Việt	V-Pop	
Mèo Ú Guitar	612768		8	3.0	Việt Nam	Nhạc Không Lời		
LauD	1923504		0	39.0	Việt Nam	Rap Việt	R&B Việt	
Sơn Sảng	1923532		0	39.0	Việt Nam	V-Pop		
Kazeo Yu	1923550		12	4.0	Việt Nam	Rap Việt		
Yến Ly	809443		6	0.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Bảo Hân Helia	612849		0	39.0	Việt Nam	Rap Việt		
Lê Thu Hiền	612871		6	0.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
DJ Bibo	1038859		0	26.0	Việt Nam	Dance Việt	EDM Việt	
Daddy Kenny	1038878		0	0.0	Việt Nam	V-Pop		
Minh Flute	2284120		0	32.0	Việt Nam	Nhạc Không Lời		
2See	23129		12		Việt Nam	Rap Việt		
1Pieces	23130		12	42.0	Việt Nam	Rap Việt		
Phú Tiến Phú	55932		6	33.0	Việt Nam	Nhạc Trữ Tình		
Vân Anh	55952		0	39.0	Việt Nam			
Thế Minh	613034	Pop sến loại 2	0	40.0	Việt Nam	V-Pop		
TOM	613050		12		Việt Nam	Rap Việt		
Đinh Quốc Anh	56021		0		Việt Nam			
Hoàng Mạnh Sơn	2251489		0	5.0	Việt Nam	V-Pop		
Kỳ Lân Luxury	2251492		0	5.0	Việt Nam	V-Pop		
Như Mai Barbie	1759976		0	39.0	Việt Nam	V-Pop	EDM Việt	
JQK	2284286		0	5.0	Việt Nam	V-Pop		
Thái Thành Công	613127	Pop sến loại 2	0		Việt Nam	V-Pop		
Thùy Trang	613142		0	39.0	Việt Nam			
RiKa	2284313		0	5.0	Việt Nam	V-Pop		
Dương Lâm	1956663		0	39.0	Việt Nam	V-Pop		
Trí SenLong	1956664		0	38.0	Việt Nam	V-Pop		
Nhã Phượng	56134		6	33.0	Việt Nam	Nhạc Trữ Tình		
Minh Tường	809826		0	31.0	Việt Nam	EDM Việt		
Biên	613226		12	47.0	Việt Nam			
Tùng Dandy	613228		6	26.0	Việt Nam			
Kawlawpie	613295		12	47.0	Việt Nam	Rap Việt		
Thanh Hoàng Gia	613296		6	0.0	Việt Nam	Nhạc Trữ Tình		
NNA	1399730		12		Việt Nam	Rap Việt		
Trịnh Bảo Nam	809968	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Flower	810017		0	0.0	Việt Nam	V-Pop		
Thẩm Thúy Hà	810018		6	23.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Cá	810034		0		Việt Nam	V-Pop		
Đạt Khói	810057		0	32.0	Việt Nam	V-Pop		
Lê Minh Trang	56397		0	39.0	Việt Nam			
NamB	2251903		12		Việt Nam	Rap Việt		
Bảo Trân (Idol Kids)	56456		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Bill	1858723		12	0.0	Việt Nam	Rap Việt		
Cell	1858725		12	0.0	Việt Nam	Rap Việt		
CT	2251949		0	43.0	Việt Nam	V-Pop		
Vân Như	23737		0	0.0	Việt Nam			
Trúc Phương	613610		12	47.0	Việt Nam			
CERRI KOP	56557		0		Việt Nam			
Emma	646404	Pop miền Tây	12	37.0	Việt Nam			
Kim	1924368		0	27.0	Việt Nam	V-Pop		
Torick	351530		0	39.0	Việt Nam			
Nhật Hoàng	1924401		0	0.0	Việt Nam	V-Pop		
Hải Đăng	23861		6	29.0	Việt Nam			
Rock	810303		0	39.0	Việt Nam	V-Pop		
Quang Minh	613716		6	33.0	Việt Nam	Nhạc Trữ Tình		
Doesn’t.K	2284958		12	0.0	Việt Nam	Rap Việt		
H.zone	2284961		12	0.0	Việt Nam	Rap Việt		
M.Ryan	2284963		0	32.0	Việt Nam	Rap Việt		
Tịnh Cường	810463	Pop sôi động Flop	0		Việt Nam	V-Pop		
Key	810469		12	24.0	Việt Nam	Rap Việt		
Hiếu Ngô	810470		0	20.0	Việt Nam	Rap Việt		
Lạc Khởi	1957354		0	32.0	Việt Nam	Rap Việt		
KhanhVy	810473		12	41.0	Việt Nam	Rap Việt		
Đông Phương Bảo	24042		6		Việt Nam	Nhạc Trữ Tình		
Lệ Thanh	24041		6		Việt Nam	Nhạc Trữ Tình		
Mụi	810481		12	41.0	Việt Nam	Rap Việt		
Trang Tạ	613940	Pop sến loại 2	0	39.0	Việt Nam			
Hoàng Phương	613952		0		Việt Nam			
StillaD	613954	Pop sôi động Flop	0	13.0	Việt Nam			
Madelynn	613979		12		Việt Nam			
Lê Biểu	56938		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Tika Tùng Anh	614011		0	39.0	Việt Nam			
Quang Minh	56983		0	16.0	Việt Nam	V-Pop		
KeyT	2154142		0		Dance Việt	Việt Nam		
San Ji	614045		0		Việt Nam			
Cẩm Nhân	614118		0	27.0	Việt Nam			
Reyvin	614119		0	39.0	Việt Nam			
Hoàng Diệu Trang	57069		6	33.0	Việt Nam			
Ngọc Tùng	24307		6	23.0	Việt Nam	Nhạc Trữ Tình		
Châu Tuấn	24315		6		Việt Nam	Nhạc Trữ Tình		
Phương Hiền	24317		6	0.0	Việt Nam	Nhạc Trữ Tình		
Ngô Minh Thư	614147		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Khánh Hạ	24335		6	39.0	Việt Nam	Nhạc Trữ Tình		
Mr.Paa	810786	Pop miền Tây	0	39.0	Việt Nam	V-Pop		
Lâm Bảo Ngọc	1859371		0	39.0	Việt Nam	V-Pop		
Đoàn Nhật Phương	614239		6	0.0	Việt Nam	Nhạc Trữ Tình		
Trấn Minh	2252684		77	15.0	Việt Nam	V-Pop		
Piano Band	57248	Pop sến loại 2	0		Việt Nam			
Lê Tuấn	1367970		6		Việt Nam	Nhạc Trữ Tình		
Phương Nam	1957883		0	31.0	Việt Nam	V-Pop		
	2383909		0					
Bé Phạm Anh Thư	57407		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Phạm Bách Khoa	2220185		0	0.0	V-Pop	Việt Nam		
Thái Dương	975013		0	0.0	Việt Nam	V-Pop		
Bảo Khương	57533		33	2.0	Việt Nam	Nhạc Thiếu Nhi		
Hương My	1007862		6	34.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
MC-12	24830		12	0.0	Việt Nam	Rap Việt		
Ngọc My	57681	Pop 2000 sến	0	39.0	Việt Nam			
DJ Turbo	57697		6		Việt Nam			
Nhật Tâm	57778		6	33.0	Việt Nam	Nhạc Trữ Tình		
Minh Tú	57780		0	0.0	Việt Nam	V-Pop		
Dương Vỹ Phúc	25029		0	39.0	Việt Nam	V-Pop		
Lu	1925587		0		Việt Nam	V-Pop		
Nguyễn Thế Long	1925589		0		Việt Nam	V-Pop		
Ti N	1925591		0	31.0	Việt Nam	V-Pop		
Huỳnh Như Ý	57822	Pop sến loại 2	0		Việt Nam			
Phát Anh	811494		0		Việt Nam	V-Pop		
Dương Diễm Duyên	25128		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Phạm Quốc Huy	25129	Pop sến loại 2	0		Việt Nam			
Nam Hương	57898		12	39.0	Việt Nam			
Tốp Ca Nam Nữ Qk7	25151		6	12.0	Việt Nam	Nhạc Cách Mạng		
Huyền Trang Sao Mai 2013	614994		6		Việt Nam	Nhạc Dân Ca - Quê Hương		
Vũ Khắc Anh	25204	Pop sến loại 2	0	39.0	Việt Nam			
Harmonie	1893093		0	27.0	Việt Nam	V-Pop		
Út Nhị Mino	1893151		0		Việt Nam	Dance Việt	V-Pop	
Echo Nghị Vũ	189327		0	1.0	Việt Nam			
Phương Thanh Thảo	189333		6	0.0	Việt Nam			
Ngọc Hoài Thương	2253725		6	34.0	Việt Nam	Nhạc Trữ Tình		
Bích Ngọc	58275		6	8.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
GIK	1041316		0	39.0	Việt Nam	V-Pop		
2Pillz	1205180		12		Việt Nam	Rap Việt	R&B Việt	
Quang Dũng	189381		6	18.0	Việt Nam			
Pha	1401798		0		Việt Nam	V-Pop		
Ca Đoàn Sao Mai	58315		6		Việt Nam	Nhạc Tôn Giáo		
Lam Phương	58317		6		Việt Nam	Nhạc Tôn Giáo		
Thế Thông	58316		6		Việt Nam	Nhạc Tôn Giáo		
Ngọc Quang Đông	25549		6	10.0	Việt Nam	Nhạc Trữ Tình		
Khương Linh	2253777		77	15.0	Việt Nam	V-Pop		
Thanh Quang	58332		6		Nhạc Dân Ca - Quê Hương	Việt Nam		
Anh Tấn	58331		6		Nhạc Dân Ca - Quê Hương	Việt Nam		
Gia Ân	25575	Pop sến loại 2	6	10.0	Việt Nam	Nhạc Tôn Giáo		
D.A	189425	Pop sôi động Flop	0	30.0	Việt Nam	Dance Việt		
Viên Ngọc Bảo	1958910		0		Việt Nam	V-Pop		
Minh Qui	2352127		0	39.0	Việt Nam	V-Pop		
Zac	1074180		0	26.0	Việt Nam	Dance Việt		
Lê Trần Media	1926156	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Sự VB	1926162		0	5.0	Việt Nam	Rap Việt	V-Pop	
