zmp3_name	zmp3_id	artist_group	community	cluster	zmp3_genre1	zmp3_genre2	zmp3_genre3	zmp3_genre4
Vạn Phong Linh	796924		0	39.0	Việt Nam	V-Pop		
Anh Thi	796925		0	27.0	Việt Nam	V-Pop		
K.U.S	1190144		0		Việt Nam	R&B Việt	Rap Việt	
Khưu Ái	108801		6	11.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
Hoàng Lan	108811	Pop sến loại 1	0	43.0	Việt Nam	V-Pop		
Hoàng Trung	108819		12	39.0	Việt Nam			
HUI	76051	Pop sến loại 1	0	39.0	Việt Nam			
Hào Quang Việt	600396		0	39.0	Việt Nam			
TeamV	600405		0		Việt Nam	Rap Việt	Dance Việt	
BFF	1911136		0	32.0	Việt Nam	V-Pop		
Thương Nguyễn	600419		6	10.0	Việt Nam	Nhạc Trữ Tình	Nhạc Tôn Giáo	
Vivi	108900		12	47.0	Việt Nam			
Hồ Kha	797044		12	39.0	Việt Nam	V-Pop		
Eddy Kiên	76149		12	19.0	Việt Nam	Rap Việt		
Hữu Công	76150		0	39.0	Việt Nam	Rap Việt		
Kido	1190274		0		Việt Nam	Rap Việt		
Thu Lan	10626		6	12.0	Nhạc Trữ Tình	Việt Nam		
Lil Bino	10638		12	47.0	Việt Nam	Rap Việt		
Thế Phong	76182		6		Việt Nam			
Ryan Vũ	600477		6	16.0	Việt Nam	Nhạc Trữ Tình		
Trương Nguyên	600478		6		Việt Nam	Nhạc Trữ Tình		
TMons	600482		12		Việt Nam	Rap Việt		
Hoài Sa	10662		8	3.0	Việt Nam	Nhạc Không Lời	V-Pop	
Quyền Thiện Đắc	10661		8	3.0	Nhạc Không Lời	Việt Nam		
Lưu Ngọc Hà	108973		6		Việt Nam	Nhạc Trữ Tình		
NSUT Lê Hồng Thắm	600498		6	33.0	Việt Nam	Nhạc Trữ Tình		
Lan Vy	108979		6	34.0	Việt Nam			
Châu Ý Linh	43454		6	10.0	Việt Nam			
Hà Quyên	600513		6		Việt Nam	Nhạc Trữ Tình		
Nguyễn Tiến	10695		8	3.0	Việt Nam			
Ngọc Quang	10693		6	11.0	Việt Nam			
Thu Hồng	10692		6	0.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
San San	109016		6	33.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Quang Tuấn	10713		6		Việt Nam			
Duy Khánh	10718		6		Việt Nam	Nhạc Trữ Tình		
Lâm Minh Thắng	109036	Pop sến loại 2	0	39.0	Việt Nam			
drinkCoca	961038		12	0.0	Việt Nam	Rap Việt		
suicao	961039		12	0.0	Việt Nam	V-Pop		
$paghetti	961040		12	0.0	Việt Nam	Rap Việt		
MCeeTee	43534		12	19.0	Việt Nam	Rap Việt		
Tiay	10799		12		Việt Nam	Rap Việt		
Hoàng Kê	10801		12	42.0	Việt Nam	Rap Việt		
DeePink	10802		12	42.0	Việt Nam	Rap Việt		
Ti Kull	797237		0	39.0	Việt Nam			
Huỳnh Thy	109111		6	12.0	Việt Nam			
DCOD	2239032		12		Việt Nam	Rap Việt		
Hứa Văn Cường	76378		0	39.0	Việt Nam	Nhạc Trữ Tình		
Mai Văn Đặng	43617		0		Nhạc Trữ Tình	Việt Nam		
Đặng Thế Chí	993922		0	5.0	Việt Nam	V-Pop		
Phương Thanh	600717		6		Việt Nam	Nhạc Trữ Tình		
Trương Quân Bảo	1223322		6	29.0	Việt Nam	Nhạc Trữ Tình		
Xa Nhật Thanh	2239156		6		Nhạc Trữ Tình	Việt Nam		
BB Thy	10940		0		Việt Nam			
Phạm Thanh Duy	43712	Pop sến loại 2	0	1.0	Việt Nam	Khác		
TDA	1682183		12	39.0	Việt Nam	V-Pop		
Đức Hiếu	76562	Pop sến loại 2	6		Việt Nam			
Thái Phong	43847		6	34.0	Việt Nam	Nhạc Trữ Tình		
Thu Hương	43846		6		Việt Nam	Nhạc Trữ Tình		
Khánh Chi	797519		0	39.0	Việt Nam	V-Pop		
Đoàn Minh Vũ	797520		0	27.0	Việt Nam	V-Pop		
Nam Thanh Phong	600925		6	9.0	Việt Nam	Nhạc Trữ Tình		
N Boro	633697		0	26.0	Việt Nam	Dance Việt		
Da Fame	600954		12		Việt Nam	Rap Việt	R&B Việt	
Anh Trung	600956		0		Việt Nam	Nhạc Trữ Tình		
Cường Tom	43911	Pop sến loại 2	0		Việt Nam			
Jade	2009998		0	41.0	Việt Nam	V-Pop		
Tanzui	600984		0	26.0	Việt Nam	Dance Việt		
Son2m	600985		0	20.0	Việt Nam			
Halen	11167		12		Việt Nam	Rap Việt		
Nhóm Ngựa Hoang	601034		0		Việt Nam	Nhạc Phim		
aivie	1879012		0		Việt Nam	V-Pop		
Tốp Ca Nam Nữ	44039		6	12.0	Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Acy	76819		12	19.0	Việt Nam	Rap Việt		
Harry Sơn	797735		12	38.0	Việt Nam	Rap Việt		
Tykit	797736		12	38.0	Việt Nam	Rap Việt		
DJ Ciray	2075697		0		Việt Nam	V-Pop		
Quinn	961602	Indie Ballad	0	35.0	Việt Nam	R&B Việt	V-Pop	
Chilly	961604		0	35.0	Việt Nam	V-Pop	Rap Việt	
Khôi	2239560		6		V-Pop	Việt Nam	Nhạc Trịnh	
Hiếu Trung	797771		12		Việt Nam	Rap Việt		
Phú	797772		12		Việt Nam	Rap Việt		
Ran	961624		12	47.0	Việt Nam	V-Pop	Rap Việt	
Hồ Vĩnh Anh	11420		0		Việt Nam			
Đạt Long Vinh	1944759		0	43.0	Việt Nam	V-Pop		
Đào Ngọc Sang	77007	Pop sến loại 2	0		Việt Nam	V-Pop		
Vy Phạm	1944786		0		Việt Nam	V-Pop		
Bình Nguyên	8798		12		Việt Nam	Nhạc Trữ Tình		
Ken-Y	77045		12		Rap Việt	Việt Nam		
Bwave	8806		12	19.0	Việt Nam	Rap Việt		
Lê Vương	44324	Pop sến loại 2	0	39.0	Việt Nam			
Nana Liu	601393		0	43.0	Việt Nam	V-Pop		
Trần Thu Thảo	77121		6	34.0	Nhạc Trữ Tình	Việt Nam		
Thanh Nguyên	77135		6		Việt Nam			
Hoàng Minh Thắng	601427		0	39.0	Việt Nam	Nhạc Trữ Tình	V-Pop	
B.u	44379		12	41.0	Việt Nam	Rap Việt		
TyTy Na	44380		12	42.0	Việt Nam	Rap Việt		
Ngọc Khánh	11619		6		Việt Nam			
Thu Hải	11621		6		Việt Nam			
La Nhật Tiến	11618	Pop sến loại 2	0	39.0	Việt Nam			
Hồng Kim Hạnh	44404	Pop sến loại 2	12		Việt Nam			
Godthic	2239867		0	39.0	Việt Nam	V-Pop		
Tuyến Kim	994692		0	39.0	Việt Nam	V-Pop		
Rendy Hiếu	994727		0	5.0	Việt Nam	V-Pop		
Dương An	11690		0	26.0	Việt Nam	Rap Việt		
Vũ Thanh Tâm	77231		6		Việt Nam			
dinhhung	2239922		0		Việt Nam	Rap Việt		
Võ Hoàng	11735		6		Nhạc Trữ Tình	Việt Nam		
Nhật Minh	11739	Pop sến loại 2	6	0.0	Việt Nam			
Hồng Nhung	77287		6	0.0	Việt Nam	Cải Lương		
Thanh Thức	11753		6	34.0	Việt Nam			
Lâm Gia Thành	77297		0	39.0	Việt Nam			
Kent A	11762		12	42.0	Việt Nam	Rap Việt		
Lý Phương Lê	2240001		6	4.0	Việt Nam			
Bun Shine	2240007		6	4.0	Việt Nam			
Kyle Dương	2240008		6	4.0	Việt Nam			
Văn Đình Tới Nguyễn	798220		6		Việt Nam	Nhạc Trữ Tình		
Tkan	2272790		12	47.0	Việt Nam	Rap Việt		
Thanh Tú	11804		6		Việt Nam			
Mina Young	798284		0		Việt Nam	V-Pop		
Hà Thu	601681		6	29.0	Việt Nam	Nhạc Trữ Tình	V-Pop	
Trần Ngọc Tuấn	601682		6	0.0	Việt Nam	Nhạc Trữ Tình		
Dung	2272861		12		Việt Nam			
Jay Quân	601704		0	26.0	Việt Nam	V-Pop		
Ayoo	601733		0	26.0	Việt Nam			
Thùy Dương ( Hải Ngoại )	11909		6	0.0	Việt Nam			
Hà Thanh Vân	601744		6	39.0	Việt Nam	Nhạc Trữ Tình		
Anh Khoa	994961		0	38.0	Việt Nam	V-Pop		
Rosa	2240152		6	4.0	Việt Nam			
Music 30 - 365	994974	Pop Ballad Flop	0		Việt Nam	V-Pop		
Phạm Vũ Thành	77484		6	15.0	Việt Nam	Nhạc Trữ Tình		
NT Worship	2240174		6	4.0	Việt Nam			
Kevin Sôcôla	44749	Pop sến loại 2	12		Việt Nam			
Gia Tuấn	601849		6	33.0	Việt Nam	Nhạc Trữ Tình		
Phạm Ni	798491		0	39.0	Việt Nam	V-Pop		
Bé Tường Vy	12067		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Bé An Nhi	12068		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Bé Phương Nhi	12069		33	2.0	Việt Nam	Nhạc Thiếu Nhi		
Mister Sàn Nhạc	12072		33	14.0	Việt Nam	Dance Việt		
Bé Thanh Tuyền	12071		33	14.0	Nhạc Thiếu Nhi	Việt Nam		
Bé Nhựt Linh	12070		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Dương Kim Ánh	601906		6		Việt Nam	Nhạc Trữ Tình		
Trinh Tuyết Hương	44915		6	33.0	Việt Nam	Nhạc Trữ Tình		
Yến Tattoo	77720	V-pop Mainstream	0	40.0	Việt Nam	V-Pop		
Đinh Văn Long	77721		6	0.0	Việt Nam	Nhạc Trữ Tình		
Huỳnh Thanh Bình	12187		0		Việt Nam			
Eric Toàn Nguyễn	1945518		6		Việt Nam	Nhạc Trữ Tình	V-Pop	
Ivan Hào Phạm	798643		0		Việt Nam	V-Pop		
Hoàng Anh Phúc	77750		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Trần Gia Khang	798648		6	34.0	Việt Nam	Nhạc Trữ Tình		
Khả Linh	602054		0	39.0	Việt Nam			
Hoàng Thái	77782	Pop sến loại 2	0	39.0	Việt Nam			
Bon Nguyễn	77783		0	39.0	Việt Nam			
Yến Hương	12247		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Khoai Lang Thang	798685		0	39.0	Việt Nam	V-Pop		
Lâm Minh Thảo	77790		6	15.0	Việt Nam	Nhạc Trữ Tình		
Vân My	77791		6	15.0	Việt Nam	Nhạc Trữ Tình		
Đinh Minh Nhựt	12261		6	0.0	Việt Nam			
Hoàng Linh	1093625		6		Việt Nam	V-Pop		
Cao Công Nghĩa	77830		6	33.0	Việt Nam			
Go On	12293	Pop sến loại 2	6		Việt Nam			
Đinh Hiền Anh	602162	Pop Ballad Flop	6	33.0	Việt Nam			
Tô Châu	1126466		0	30.0	Việt Nam	V-Pop		
Khánh Hoàng	12361		6		Việt Nam	Rap Việt		
JuongB	602187		0	39.0	Việt Nam			
Rainbow Boys	12365		0	1.0	Việt Nam			
Nhuận Thanh	77921		6	10.0	Việt Nam	Nhạc Tôn Giáo		
Quang Bình (trẻ))	77922		6	0.0	Việt Nam	Nhạc Trữ Tình		
Stilla D	602227		0	26.0	Việt Nam			
Duy Tùng	12407		6		Việt Nam			
Sky	12421		0	39.0	Việt Nam			
Lý Phương Thanh	602291		0		Việt Nam			
Annielink	41564		12	41.0	Việt Nam	Rap Việt		
RainTee	41566		12		Việt Nam	Rap Việt		
Nguyễn Hùng Saxophone	12532		8	3.0	Việt Nam			
Võ Hoàng Huy	799001		12	0.0	Việt Nam	V-Pop		
NanTy	45367		12	41.0	Rap Việt	Việt Nam		
Hoàng Tấn Phương	45369		0	0.0	Việt Nam			
Tieu Phuong	12605		0	39.0	Việt Nam			
Nhựt Kaypj	602437		0	39.0	Việt Nam			
Vũ Tuấn	799047		6		Việt Nam	Nhạc Trữ Tình		
Tổi VN	602439		12		Việt Nam	Rap Việt		
Ca Đoàn Tam Biên 1H	45384		6	10.0	Việt Nam	Nhạc Tôn Giáo		
Kha Thi	12619		6	33.0	Việt Nam			
Double Noize	602448		0		Việt Nam	Dance Việt		
Giang Phạm	602454		12	47.0	Việt Nam	Rap Việt	V-Pop	
Hà My	1126743		0	26.0	Việt Nam	V-Pop		
Zim P	12644	Pop sến loại 2	0	39.0	Việt Nam			
Á Đông	12647	Pop 2000 sến	0	39.0	Việt Nam			
Khổng Trọng Cường	602475		0	39.0	Việt Nam			
T-ICM	602476	V-pop Mainstream	12		Việt Nam			
Anh Quân Bolero	12659		6	29.0	Việt Nam	Nhạc Trữ Tình		
RPT T.C	1126780		12	47.0	Việt Nam	Rap Việt		
14C	799151		12	0.0	Việt Nam	Rap Việt		
T2K4	799152		0	39.0	Việt Nam	V-Pop		
Hamin	799161		0	5.0	Việt Nam	V-Pop		
V!	799162		0	5.0	Việt Nam			
D	799164		0		Việt Nam	V-Pop		
Lâm Thái Bảo	12800	Pop 2000 sến	0	5.0	Việt Nam	V-Pop		
Bé Kim Hồng	12801		33	14.0	Việt Nam			
Phan Thanh Quyền	1946123		0		Việt Nam	V-Pop		
Huỳnh Bá Thanh	602640		6		Việt Nam	Nhạc Trữ Tình		
Thanh Linh	602642		0		Việt Nam	V-Pop		
Nguyễn Quốc Nam	602643		6		Việt Nam	Nhạc Trữ Tình		
Trương Ỹ Vân	12847	Pop 2000 sến	0	39.0	Việt Nam			
LEG	12852		12		Việt Nam			
RPT TC	1978963		0					
Thiên Hà	12883	Pop 2000 sến	0	39.0	Việt Nam			
P.A	12885		12		Việt Nam	Rap Việt		
Quân R.E.V	602722		12	38.0	Việt Nam	Rap Việt	R&B Việt	
Maika	45725		0	0.0	Việt Nam	V-Pop		
Hồ Tuấn Anh	12968	Pop sến loại 2	0	39.0	Việt Nam			
Trương Lệ Vân	12973	Pop 2000 sến	0	39.0	Việt Nam			
Chế Kha	13002		6		Việt Nam			
Duy Thảo	1258196		6		Việt Nam	Nhạc Trữ Tình	V-Pop	
Khánh Won	13037		0	39.0	Việt Nam	Rap Việt		
Phi Long	13060		33	15.0	Việt Nam			
$eth	602919		12	47.0	Việt Nam	Rap Việt		
Hoài Bảo	602920		12		Việt Nam			
Mai Huy Thắng	602929	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Minh Sang	13126		6	10.0	Việt Nam	Nhạc Trữ Tình	V-Pop	
Justin TechN9	602990		0	26.0	Việt Nam	Dance Việt		
Nguyễn Ngọc Ngạn	13168		6		Việt Nam			
Quốc Thuận	13177		33	14.0	Việt Nam			
Nguyễn Kha Thi	9141		0	39.0	Việt Nam			
Thắng Zet	13245		12		Việt Nam	Rap Việt		
Diệp Tư Đồng	13247	Pop sến loại 2	0		Việt Nam			
Xuân Quỳnh	799680		0		Việt Nam	Rap Việt	V-Pop	
Duy Khiêm	799692		0	40.0	Việt Nam	V-Pop		
Synz Poiz	46034		12	41.0	Việt Nam	Rap Việt		
Di Yến Quỳnh	13280		6		Việt Nam			
Bảo Nam	13281		0		Việt Nam			
Quang Anh	13282		0		Việt Nam	V-Pop		
Thanh Ngân	2372601		0		Việt Nam	V-Pop		
Lê Quốc Đạt	603130		0	39.0	Việt Nam			
Thanh Tâm	13343		6		Việt Nam			
Super Shine	603200		6	4.0	Việt Nam			
Lê Hữu Minh	46147		0		Việt Nam	V-Pop		
D&V	46148		0	0.0	Việt Nam			
Nhiều Nghệ Sĩ	1946723		6		Việt Nam	V-Pop	Nhạc Trữ Tình	
Khiết Ngọc	13449	Pop sến loại 2	33	14.0	Việt Nam			
Zina Bya	13510	Tây nguyên	0	15.0	Việt Nam			
Lê Minh Huy	13521		6		Việt Nam			
TMinx	603350		0	26.0	Việt Nam			
Fred Eddy	603351		0	26.0	Việt Nam	Dance Việt		
Việt Anh	13533		0		Việt Nam			
Thảo Sương	13544		6		Việt Nam			
DJ H88	46366		0		Việt Nam			
DJ Sea	46367		0		Việt Nam			
C.V Band	603434		12		Việt Nam			
Nissi Worship Team	2241843		6	4.0	Nhạc Tôn Giáo	Việt Nam		
MetaPlay	2241846		33	14.0	V-Pop	Việt Nam		
JB	2241847		33	14.0	V-Pop	Việt Nam		
Nguyễn Đức Tùng	13631		0	39.0	Việt Nam			
Tú Na	2045250		0		Việt Nam	V-Pop		
Lệ Hồng	46407		6		Nhạc Trữ Tình	Việt Nam		
Hợp Xướng Thiếu Nhi Thanh Đức	28765		33	14.0	Việt Nam			
Tofu	2045311		12	0.0				
Eban Tú	13703	Tây nguyên	0	15.0	Việt Nam			
Kym	2045320		0		Việt Nam	V-Pop		
Cao Hoài Nam	13706		0	15.0	Việt Nam			
Ê-tiên	2241940		6	0.0	Nhạc Tôn Giáo	Việt Nam		
EnTi TK	603541		12		Việt Nam	Rap Việt		
DN	13732		12	47.0	Việt Nam	Rap Việt		
SG-Boiz	603579		12		Việt Nam			
MC Formosa	603580		12		Việt Nam			
INSOLENT	603600		12	47.0	Việt Nam			
Khánh Nam	46545		6	0.0	Việt Nam			
RAI	603602	Pop sôi động Flop	12		Việt Nam			
Nukan Trần Tùng Anh	13785	Pop sến loại 2	0	39.0	Việt Nam			
TMT	13803		12	5.0	Việt Nam	Rap Việt		
M.D.K	13806		12	42.0	Việt Nam			
Xi Myn	2373105		0		Việt Nam	V-Pop		
G.Plus	13816		12	39.0	Việt Nam	Rap Việt		
To Rich	13817		12		Việt Nam	Rap Việt		
Lédk	13822		0		Rap Việt	Việt Nam		
Little V Cẩm Vân	13826	Pop sến loại 2	0		Việt Nam			
EmoThaKiid	2373135		12	24.0	Việt Nam	Rap Việt		
James Trần Nghĩa	603666		0		Việt Nam			
Lê Yến Vy	603678	Pop sến loại 2	6		Việt Nam			
Hà Đức Tâm	1881632		0		Việt Nam	V-Pop		
Dr.A	603688		12	47.0	Việt Nam			
NeKo	13868		12		Việt Nam	Rap Việt		
Kiên Bùi	800309		0	0.0	Việt Nam	V-Pop		
Ngọc Trắng	603706		6	18.0	Việt Nam	Nhạc Trữ Tình		
NHA	2045510		0	27.0	Việt Nam	V-Pop		
traitimtrongvang	1979977		0	36.0	Việt Nam	V-Pop		
Nhi	2045514		0	5.0				
Đàm Thu Thủy	1979982		0	24.0	Việt Nam	V-Pop	Dance Việt	
Kim Nguyen Martian	2045538		12					
Thu Hường	1193578		6		Việt Nam	Nhạc Trữ Tình		
ngytoii	2045576		0		V-Pop	Việt Nam		
Tronie	2045690		0	39.0	Việt Nam	R&B Việt	V-Pop	
Ribi Sachi	1980160		0	39.0	Việt Nam	V-Pop		
Nguyễn Thành Đạt	1193732	Pop sến loại 1	0		Việt Nam	V-Pop		
DucMinh	2045708		12		Việt Nam			
Xuân Trang	14096		6		Việt Nam			
Văn Sáng	800568		12	47.0	Việt Nam	Rap Việt		
Vietdrake	800572		0	16.0	Việt Nam	V-Pop		
COCHA	800573		0	16.0	Việt Nam	V-Pop	R&B Việt	
Topey	800574		0		Việt Nam	V-Pop		
Zoky	2045780		12		Rap Việt	Việt Nam	V-Pop	
Lil'win	14165		12		Việt Nam	Rap Việt		
Anh Toàn Nguyễn	604017		6	10.0	Việt Nam	Nhạc Trữ Tình	V-Pop	
Selena Yến Phương	800629		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Elysa Yến Nhi	800630		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Vinh Nguyễn	800633		0	39.0	Việt Nam	V-Pop		
Chí Dũng	604046		6	0.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Thiên Kiều	604047		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Grace Klong	2242461		6	4.0	Việt Nam			
James Đạt Lê	2242464		6	0.0	Việt Nam			
Dagenix	604072		0	26.0	Việt Nam			
La Thăng New	604075	Pop miền Tây	0	26.0	Việt Nam			
Anh Thư Nguyễn	14260		6	34.0	Việt Nam	Nhạc Trữ Tình		
Yến Ngọc	14264		6	33.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Huyền Mikii	604118		0		Việt Nam			
Hạ	1882088		12	47.0	Việt Nam	Rap Việt		
Turn Hirn	604151		12	47.0	Việt Nam	Dance Việt		
Minh Khang	14327		0	38.0	Việt Nam			
Việt Tú	14358	Pop sến loại 2	6	33.0	Việt Nam			
Trang Thảo	14360		6	15.0	Việt Nam	Nhạc Trữ Tình		
Tiến Công	604196	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Kool Nguyễn	604197	Pop sến loại 2	0	39.0	Việt Nam			
Long Bá Thích	47146	Pop sến loại 2	0		Việt Nam			
Daddy Lee	67990		12		Việt Nam	Rap Việt		
StillaD	67991		12		Việt Nam	Rap Việt		
Hồ Minh Tài	604243		6	11.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Dương Lễ	47203		6		Việt Nam	Nhạc Trữ Tình		
Lâm Bửu Hòa	604308		6	33.0	Việt Nam	Nhạc Trữ Tình		
Sevenk	604339		0		Việt Nam	Rap Việt		
KayDee	604340		0		Việt Nam	Rap Việt		
Hoàng Kim Trung	604344	Pop 2000 sến	0	39.0	Việt Nam			
Hoàng Sky	14539		0	0.0	Việt Nam			
Võ Trọng Phúc	14545		12		Việt Nam			
Trường Sa	14551		6		Việt Nam			
Đan Chi	14570	Pop sến loại 2	6		Việt Nam			
Hữu Trí	2078973		0	5.0	V-Pop	Việt Nam		
C.U.P.I.D	2308374		0	5.0	Việt Nam	V-Pop		
Ice Cream Hoàng Khánh	604438		0		Việt Nam			
Hồng JP	604456		0		Việt Nam			
Phương TP	604481		12	42.0	Việt Nam	Rap Việt		
Jay C Phong Quân	47467		0	39.0	Việt Nam			
Diệu Hiền	42005		6		Việt Nam	Nhạc Trữ Tình		
Ngân Hà	47505		0		Việt Nam			
Nguyễn Phúc	14741		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Tô Khánh An	14748	Pop 2000 sến	0		Việt Nam			
Phương Mai	997808		0	39.0	Việt Nam	V-Pop		
Võ Lê Mi	1915336		0	40.0	Việt Nam	V-Pop		
Sino P	47561		12	19.0	Việt Nam			
Triple D (3D)	14851		12		Việt Nam	Rap Việt		
Thế Vỉ	604788	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Hoàng Chiến	604817		6	34.0	Việt Nam	Nhạc Trữ Tình		
VANVUONG Remix	1882793		0		Việt Nam	Dance Việt	EDM Việt	
Vani	604844		0	26.0	Việt Nam	Rap Việt		
C . A . O	604845		0	26.0	Việt Nam	Dance Việt		
Nguyễn Đông	47805		6		Việt Nam	Nhạc Trữ Tình		
GAOTHOM	2210499		0		V-Pop	Việt Nam		
Duy Harry	1882832		6	34.0	Việt Nam	Nhạc Trữ Tình	V-Pop	
Phạm Tuyết Nhung	1882833		6	34.0	Việt Nam	Nhạc Trữ Tình		
Hoàng Anh Tùng	47829	Pop sến loại 2	0	39.0	Việt Nam			
Gia Linh	47827		6		Việt Nam	Nhạc Trữ Tình		
Gray	801499		0		Việt Nam	V-Pop		
Wind	801500		0		Việt Nam	V-Pop		
Lê Quang Phú	1915624		0	5.0	Việt Nam	V-Pop		
Việt Nhân	604908		6		Việt Nam	Nhạc Trữ Tình		
The Twins (Hoàng Phong - Bảo Phong)	47889		0	39.0	Việt Nam			
Mỹ Hạnh	15123		6		Việt Nam			
Phạm Anh Trung	15122		0		Việt Nam			
Nguyễn Nam Hiếu	47895		12		Việt Nam			
Mờ Naive	47944		0		Việt Nam	Rap Việt	V-Pop	
David Boo	47946		6	0.0	Việt Nam			
Ginô Tống	47972		12		Việt Nam	Rap Việt		
Tố Tố	801639		12	47.0	Việt Nam	V-Pop		
Anh Hổ	605048		0	39.0	Việt Nam	Rap Việt		
TuấnK	605049		0	31.0	Việt Nam	Rap Việt		
Mai Anh Bảo	15229	Pop sến loại 2	0		Việt Nam			
Mi Thứ Prod	2014081		0	16.0	Việt Nam	V-Pop		
Trà My	15236		0		Việt Nam			
bbynascar	2014087		12		Việt Nam	Rap Việt		
chlldish	2014088		12		Việt Nam	Rap Việt		
Eszi	48020		12	0.0	Việt Nam	Rap Việt		
Hoàng Kim Long	48025		6	33.0	Việt Nam	Nhạc Trữ Tình		
Nhật Trí	605094	Pop sến loại 2	0	39.0	Việt Nam			
Cwhite	48077		12		Việt Nam			
Dương Nhân Trung	605145		6		Việt Nam	Nhạc Trữ Tình		
Kim Ji Đông	605147		6		Việt Nam	Nhạc Trữ Tình		
Tuấn Nhân	15340		6		Việt Nam	Nhạc Trữ Tình		
Bá Quốc Vĩnh	605176		6	14.0	Việt Nam			
Đông Hùng	15417	Pop Ballad Flop	0		Việt Nam			
Dyn	2374719		0		Việt Nam	V-Pop		
Lê Việt Anh	15429		0		Việt Nam			
SOUND HIT	1915990		0		Việt Nam	V-Pop		
Lưu Phương Thảo	605325		6		Việt Nam	Nhạc Trữ Tình		
Nguyễn Dân	15504		0		Việt Nam			
Thiên Bảo Anh	15521		0	39.0	Việt Nam			
KanDy	15529		12	19.0	Việt Nam	Rap Việt		
Thương Thương	1916075		0	39.0	Việt Nam	V-Pop		
Kim Lê Quyên	3087	Pop 2000 sến	0	39.0	Việt Nam			
Huỳnh Bảo Khang	15557		0	39.0	Việt Nam			
San V	605385		0	39.0	Việt Nam	V-Pop		
Triệu Minh Đạt	605386	Pop sến loại 2	0	39.0	Việt Nam			
Nguyễn Báu	48382		0		Việt Nam			
2z	15676		12		Việt Nam	Rap Việt		
Bỉnh Tài	605502		0		Việt Nam	V-Pop	Rap Việt	
D'Cee	1883503		0	39.0	Việt Nam	Rap Việt		
Đoàn Thanh Phương	1883504		0		Việt Nam	Nhạc Trữ Tình		
Ánh Duyên	1883512		6	33.0	Việt Nam	Nhạc Trữ Tình		
Enbienito	15748		0	0.0	Việt Nam	R&B Việt		
Tô Huân Vũ	15846		6	33.0	Việt Nam			
Quang Trí	605692		6		Việt Nam	Nhạc Tôn Giáo		
Ciray	1719809		0	20.0	Việt Nam	Dance Việt		
SilverX	15889		12	41.0	Việt Nam	Rap Việt		
Nguyễn Hậu	15954	Pop sến loại 2	0		Việt Nam	V-Pop		
Hà Leona	605816		0	39.0	Việt Nam	V-Pop		
Tâm VLy	605818		0		Việt Nam	Nhạc Trữ Tình		
Phúc Bằng	16061		0	39.0	Việt Nam	Rap Việt		
Đinh Việt Quang	16068	Pop sến loại 2	0	26.0	Việt Nam			
Resting Tofu	605997		12	19.0	Việt Nam			
Thùy Phương	16221		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Trần Thanh Thảo	704399		0		Việt Nam	V-Pop		
Nguyệt Anh	16275		6		Việt Nam	Nhạc Thiếu Nhi		
Kim Hạnh	606123		6		Việt Nam	Nhạc Trữ Tình		
Lâm Mạnh Quỳnh	606124		6		Việt Nam	Nhạc Trữ Tình		
Chế Khanh	49074		6	33.0	Việt Nam	Nhạc Trữ Tình		
NSƯT Thúy Mùi	16308		6		Việt Nam	Nhạc Dân Ca - Quê Hương		
Phương Mây	16316		6		Việt Nam	Nhạc Dân Ca - Quê Hương		
Nguyễn Sơn Khánh	704495	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Dương Quế Anh	704511		6		Việt Nam	Nhạc Dân Ca - Quê Hương	Nhạc Trữ Tình	
Nhóm Nhịp Sống Trẻ	1982474		6	12.0	Việt Nam	Nhạc Cách Mạng	Nhạc Trữ Tình	
Nhật Nam	1982475		6	12.0	Việt Nam	Nhạc Cách Mạng	Nhạc Trữ Tình	
Ohsusu	704606		12	47.0	Việt Nam	Rap Việt	R&B Việt	
W.A.N.G	2080897		0		Việt Nam			
Sang Nakun	606359		0		Việt Nam	Dance Việt		
Ly Mít	606360		0		Việt Nam			
Dòng Thời Gian	704681	Pop sến loại 2	6	12.0	Việt Nam	V-Pop		
